,Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Draft_Yr,Pk,Team,College,attend_college,conference,FINAL_5Yrs,3PA_Shot,AST_TOV,True_FG%,PPP,FTR,TOV%,Hasst%
849,Mateen Cleaves,78,16.3,5.4,2.1,5.1,40.0,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0.0,1.8,1.0,2000,14,DET,Michigan State University,1,1,1,1,1.5,49.12663755458516,0.702028081123245,35.294117647058826,23.4009360374415,25.82496413199426
850,Lee Nailon,42,11.2,3.9,1.6,3.2,48.5,0.0,0.0,0.0,0.8,1.0,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1.0,1999,43,NOH,Texas Christian University,1,1,1,0,1.0,57.01754385964911,0.9198113207547169,31.25,14.150943396226415,12.307692307692307
851,Eddie House,50,11.0,5.0,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1.0,0.3,0.0,0.7,1.0,2000,37,MIA,Arizona State University,1,1,1,1,1.4285714285714286,49.46576968737633,0.8463100880162491,14.285714285714285,11.848341232227487,14.424810674359897
852,Darrun Hilliard,38,10.1,4.0,1.4,3.4,39.7,0.5,1.3,38.0,0.8,1.1,72.5,0.1,1.1,1.2,0.7,0.2,0.0,0.5,0.0,2015,38,DET,Villanova University,1,0,0,1,1.4,54.91488193300385,0.9124087591240875,32.35294117647059,11.405109489051094,13.66520253782333
853,Mark Madsen,70,9.2,2.0,0.8,1.6,48.7,0.0,0.0,100.0,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1.0,2000,29,LAL,Stanford University,1,1,1,0,0.7499999999999999,58.47953216374269,0.9009009009009008,31.25,18.01801801801802,11.822660098522167
854,DeShawn Stevenson,40,7.3,2.2,0.8,2.3,34.1,0.0,0.3,8.3,0.7,1.0,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1.0,2000,23,UTA,0,0,0,1,1,0.7142857142857143,43.65079365079366,0.6395348837209304,43.47826086956522,20.348837209302328,12.578616352201259
855,Elton Brand,81,37.0,20.1,7.8,16.1,48.2,0.0,0.0,0.0,4.5,6.6,68.5,4.3,5.7,10.0,1.9,0.8,1.6,2.8,1.0,1999,1,CHI,Duke University,1,1,1,0,0.6785714285714286,57.2584320875114,0.9218492019812878,40.99378881987577,12.841680425609978,7.938165865886777
856,Lamar Odom,76,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36.0,4.0,5.5,71.9,2.1,5.7,7.8,4.2,1.2,1.3,3.4,1.0,1999,4,LAC,University of Rhode Island,1,0,1,1,1.2352941176470589,56.42420122365738,0.8592132505175984,40.74074074074074,17.598343685300204,17.71217712177122
857,Steve Francis,77,36.1,18.0,6.5,14.5,44.5,1.4,4.0,34.5,3.7,4.7,78.6,2.0,3.3,5.3,6.6,1.5,0.4,4.0,1.0,1999,2,MEM,University of Maryland,1,1,1,1,1.65,57.93742757821553,0.8751458576429404,32.41379310344828,19.447685725398674,24.147077654806544
858,Metta World Peace,72,31.1,12.0,4.3,10.5,40.7,0.8,2.7,31.4,2.6,3.9,67.4,0.9,3.4,4.3,2.8,1.6,0.5,2.3,1.0,1999,16,CHI,St. John's University,1,0,1,1,1.2173913043478262,52.82620179609086,0.8266740148801324,37.142857142857146,15.844585285202536,16.04354676980375
859,Andre Miller,82,25.5,11.1,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,1.0,2.4,3.4,5.8,1.0,0.2,2.0,1.0,1999,8,CLE,University of Utah,1,1,1,1,2.9,55.544435548438756,0.8682728410513142,39.130434782608695,15.644555694618273,30.999465526456436
860,James Posey,81,25.3,8.2,2.8,6.6,42.9,1.0,2.7,37.3,1.5,1.9,80.0,1.0,2.9,3.9,1.8,1.2,0.4,1.2,1.0,1999,18,DEN,Xavier University,1,0,1,1,1.5,58.42120262182958,0.9495136637332098,28.78787878787879,13.895321908290875,17.138776481790053
861,Kenny Thomas,72,25.0,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66.0,2.0,4.0,6.1,1.6,0.8,0.3,1.6,1.0,1999,22,HOU,University of New Mexico,1,0,1,1,1.0,51.62975864642946,0.807707279096925,39.189189189189186,15.570260801868432,13.358380296389063
862,Shawn Marion,51,24.7,10.2,4.4,9.2,47.1,0.1,0.4,18.2,1.4,1.7,84.7,2.1,4.5,6.5,1.4,0.8,1.0,1.0,1.0,1999,9,PHO,"University of Nevada, Las Vegas",1,0,1,1,1.4,53.26927094213495,0.9316770186335405,18.47826086956522,9.134088417975887,11.283497884344147
863,Vonteego Cummings,75,23.9,9.4,3.5,8.7,40.5,0.7,2.0,32.5,1.7,2.3,75.1,0.8,1.7,2.5,3.3,1.2,0.2,1.8,0.0,1999,26,IND,University of Pittsburgh,1,1,0,1,1.8333333333333333,51.05366065609386,0.8165392633773454,26.436781609195403,15.635858234885337,22.15880476750042
864,Jason Terry,81,23.3,8.1,3.1,7.4,41.5,0.6,1.9,29.3,1.4,1.7,80.7,0.3,1.8,2.0,4.3,1.1,0.1,1.9,1.0,1999,10,ATL,University of Arizona,1,1,1,1,2.263157894736842,52.09673269873939,0.8061305732484076,22.972972972972972,18.909235668789808,29.84556654520215
865,Richard Hamilton,71,19.3,9.0,3.6,8.5,42.0,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,1.0,1999,7,WAS,University of Connecticut,1,0,1,1,1.25,50.45974433729536,0.8542141230068337,22.352941176470587,11.389521640091116,12.39413344350341
866,Greg Buckner,48,19.2,5.7,2.3,4.9,47.6,0.2,0.5,38.5,0.9,1.3,68.3,1.2,2.5,3.6,1.1,0.8,0.4,0.8,1.0,1998,53,DAL,Clemson University,1,1,1,1,1.375,54.95564982645584,0.9088010204081632,26.53061224489796,12.755102040816327,14.829794405123023
867,Baron Davis,82,18.6,5.9,2.2,5.3,42.0,0.3,1.4,22.5,1.2,1.9,63.4,0.6,1.4,2.0,3.8,1.2,0.2,1.7,1.0,1999,3,NOH,"University of California, Los Angeles",1,1,1,1,2.235294117647059,51.5914655473942,0.7529351710056151,35.84905660377358,21.694742215416028,32.47169408246101
868,Corey Maggette,77,17.8,8.4,2.9,6.1,47.8,0.0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,3.9,0.8,0.3,0.3,1.8,1.0,1999,13,OKC,Duke University,1,1,1,1,0.4444444444444445,61.331775700934585,0.8939974457215836,55.73770491803279,19.157088122605362,7.755695588948133
869,Michael Ruffin,71,13.7,2.2,0.8,1.9,42.0,0.0,0.0,0.0,0.6,1.2,48.9,1.6,1.9,3.5,0.6,0.4,0.4,0.8,1.0,1999,32,CHI,University of Tulsa,1,0,1,0,0.7499999999999999,50.83179297597044,0.6815365551425032,63.1578947368421,24.783147459727388,15.503875968992247
870,Chris Herren,45,13.3,3.1,1.0,2.8,36.3,0.5,1.5,35.8,0.6,0.9,67.5,0.3,0.9,1.2,2.5,0.3,0.0,0.9,0.0,1999,33,DEN,"California State University, Fresno",1,0,0,1,2.7777777777777777,51.70113408939293,0.7568359375,32.142857142857146,21.97265625,37.721614485099956
871,Quincy Lewis,74,12.1,3.8,1.5,4.0,37.2,0.3,0.9,36.5,0.5,0.7,73.1,0.6,0.9,1.5,0.5,0.3,0.2,0.6,0.0,1999,19,UTA,University of Minnesota,1,1,0,1,0.8333333333333334,45.739046701974004,0.7742461287693562,17.5,12.224938875305625,9.203865623561898
872,Ryan Bowen,52,11.3,2.5,0.9,2.3,39.3,0.0,0.2,11.1,0.7,1.0,71.7,1.4,0.8,2.2,0.4,0.8,0.3,0.3,1.0,1998,55,DEN,University of Iowa,1,1,1,1,1.3333333333333335,49.60317460317461,0.8223684210526316,43.47826086956522,9.86842105263158,11.510791366906476
873,Cal Bowdler,46,9.2,2.7,1.1,2.5,42.6,0.0,0.0,0.0,0.5,0.8,63.2,0.5,1.4,1.8,0.3,0.3,0.2,0.5,0.0,1999,17,ATL,Old Dominion University,1,0,0,0,0.6,50.44843049327354,0.8054892601431982,32.0,14.916467780429596,8.152173913043478
874,Scott Padgett,47,9.2,2.6,0.9,3.0,31.4,0.3,0.9,29.5,0.4,0.6,70.4,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1.0,1999,28,UTA,University of Kentucky,1,1,1,1,1.0,41.50702426564495,0.6907545164718385,20.0,13.283740701381507,11.668611435239207
875,Nerlens Noel,75,30.8,9.9,4.0,8.7,46.2,0.0,0.0,0.0,1.9,3.1,60.9,2.5,5.7,8.1,1.7,1.8,1.9,1.9,0.0,2013,6,NOH,University of Kentucky,1,1,1,0,0.8947368421052632,52.760605414623754,0.827482447342026,35.63218390804598,15.880976262119692,12.343438010528226
876,Roy Rogers,40,8.9,2.2,0.9,2.2,39.8,0.0,0.0,0.0,0.5,1.0,46.3,0.8,1.2,2.0,0.2,0.1,0.9,0.3,0.0,1996,22,MEM,University of Alabama,1,1,0,0,0.6666666666666667,45.45454545454545,0.7482993197278912,45.45454545454545,10.204081632653061,6.299212598425196
877,William Avery,59,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0.0,0.7,0.0,1999,14,MIN,Duke University,1,1,0,1,2.142857142857143,40.22277227722772,0.639763779527559,19.35483870967742,17.224409448818896,26.857654431512984
878,Devean George,49,7.0,3.2,1.1,2.9,38.9,0.3,1.0,34.0,0.6,0.8,65.9,0.6,0.9,1.5,0.2,0.2,0.1,0.4,1.0,1999,23,LAL,Augsburg College,1,0,1,1,0.5,52.015604681404426,0.8762322015334065,27.586206896551722,10.952902519167582,5.154639175257732
879,Lari Ketner,22,6.0,1.5,0.6,1.5,40.6,0.0,0.0,0.0,0.4,0.5,66.7,0.5,1.0,1.5,0.0,0.2,0.1,0.5,0.0,1999,49,CHI,University of Massachusetts Amherst,1,0,0,0,0.0,46.58385093167702,0.6756756756756758,33.33333333333333,22.522522522522525,0.0
880,Jason Williams,50,36.1,12.8,4.6,12.3,37.4,2.0,6.5,31.0,1.6,2.1,75.2,0.3,2.8,3.1,6.0,1.9,0.0,2.9,1.0,1998,7,SAC,University of Florida,1,1,1,1,2.0689655172413794,50.148879485973985,0.7938476804763087,17.073170731707314,17.98561151079137,27.03007095393626
881,Vince Carter,50,35.2,18.3,6.9,15.3,45.0,0.4,1.3,28.8,4.1,5.4,76.1,1.9,3.8,5.7,3.0,1.1,1.5,2.2,1.0,1998,5,GSW,University of North Carolina,1,1,1,1,1.3636363636363635,55.49490538573508,0.9207083920305896,35.294117647058826,11.068625477963373,13.006720138738348
882,Mike Bibby,50,35.2,13.2,5.2,12.1,43.0,0.3,1.5,20.3,2.5,3.4,75.1,0.6,2.1,2.7,6.5,1.6,0.1,2.9,1.0,1998,2,MEM,University of Arizona,1,1,1,1,2.241379310344828,51.369863013698634,0.8001939864209505,28.09917355371901,17.580019398642097,28.120268224096908
883,Paul Pierce,48,34.0,16.5,5.9,13.5,43.9,1.8,4.3,41.2,2.9,4.1,71.3,2.4,4.0,6.4,2.4,1.7,1.0,2.4,1.0,1998,10,BOS,University of Kansas,1,1,1,1,1.0,57.28371059575059,0.9319927699954812,30.37037037037037,13.556258472661545,11.853315224101742
884,Elfrid Payton,82,30.4,8.9,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,1.3,3.0,4.3,6.5,1.7,0.2,2.5,0.0,2014,10,PHI,University of Louisiana at Lafayette,1,0,1,1,2.6,48.51722634103794,0.7268866383534793,30.232558139534888,20.418163998693238,34.51022033448367
885,Michael Dickerson,50,31.2,10.9,4.3,9.2,46.5,1.4,3.3,43.3,0.9,1.4,63.9,0.5,1.1,1.7,1.9,0.5,0.2,1.3,1.0,1998,14,HOU,University of Arizona,1,1,1,1,1.4615384615384615,57.32015145140935,0.9805685498380713,15.217391304347828,11.694854264123785,14.542671259089168
886,Cuttino Mobley,49,29.7,9.9,3.5,8.3,42.5,1.1,3.0,35.8,1.8,2.2,81.8,0.4,1.8,2.3,2.5,0.9,0.5,1.6,1.0,1998,41,HOU,University of Rhode Island,1,0,1,1,1.5625,56.35245901639344,0.9109311740890689,26.506024096385545,14.722119985277882,18.59427296392711
887,Antawn Jamison,47,22.5,9.6,3.8,8.4,45.2,0.1,0.2,30.0,1.9,3.3,58.8,2.8,3.6,6.4,0.7,0.8,0.3,1.4,1.0,1998,4,TOR,University of North Carolina,1,1,1,1,0.5,52.59697567389874,0.8531816565943832,39.28571428571428,12.44223249200142,5.800704371245079
888,Matt Harpring,50,22.3,8.2,3.0,6.4,46.3,0.2,0.5,40.0,2.0,2.9,71.3,1.8,2.5,4.3,0.9,0.6,0.1,1.5,1.0,1998,15,ORL,Georgia Institute of Technology,1,1,1,1,0.6,58.25518613242397,0.8936355710549257,45.31249999999999,16.346992153443765,8.843036109064112
889,Jabari Parker,25,29.5,12.3,5.2,10.5,49.0,0.2,0.6,25.0,1.8,2.6,69.7,2.0,3.5,5.5,1.7,1.2,0.2,1.9,0.0,2014,2,MIL,Duke University,1,1,1,1,0.8947368421052632,55.545520231213885,0.9081512108682812,24.761904761904763,14.028352037802716,11.085751548744701
890,Larry Hughes,50,19.8,9.1,3.4,8.3,41.1,0.2,1.0,15.4,2.1,3.0,70.9,1.7,2.1,3.8,1.5,0.9,0.3,1.4,1.0,1998,8,PHI,Saint Louis University,1,0,1,1,1.0714285714285714,50.781249999999986,0.8257713248638837,36.14457831325301,12.704174228675132,11.88118811881188
891,Robert Traylor,49,16.0,5.3,2.2,4.1,53.7,0.0,0.0,0.0,0.9,1.6,53.8,1.6,2.1,3.7,0.8,0.9,0.9,0.9,1.0,1998,6,DAL,University of Michigan,1,1,1,0,0.888888888888889,59.523809523809526,0.9291725105189341,39.024390243902445,15.778401122019636,12.195121951219514
892,Michael Doleac,49,15.9,6.2,2.6,5.4,46.8,0.0,0.0,0.0,1.1,1.6,67.5,1.3,1.7,3.0,0.4,0.4,0.3,0.5,1.0,1998,12,ORL,University of Utah,1,1,1,0,0.8,53.89429763560501,0.9388249545729861,29.629629629629626,7.571168988491824,5.6657223796034
893,Cory Carr,42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75.0,0.2,1.0,1.2,1.6,0.5,0.2,1.1,0.0,1998,49,ATL,Texas Tech University,1,1,0,1,1.4545454545454546,38.855193328279,0.6257631257631258,15.686274509803924,16.78876678876679,19.559902200489
894,Keon Clark,28,14.6,3.3,1.3,2.9,45.0,0.0,0.0,0.0,0.8,1.3,56.8,1.3,2.1,3.4,0.4,0.4,1.1,0.8,1.0,1998,13,ORL,"University of Nevada, Las Vegas",1,0,1,0,0.5,51.78907721280602,0.7724719101123595,44.827586206896555,18.726591760299627,8.479067302596714
895,Pat Garrity,39,13.8,5.6,2.2,4.4,50.0,0.2,0.5,38.9,1.0,1.4,71.4,0.7,1.3,1.9,0.5,0.2,0.1,0.5,1.0,1998,19,MIL,University of Notre Dame,1,1,1,1,1.0,59.4732370433305,1.015228426395939,31.818181818181813,9.064539521392314,8.244023083264633
896,Marcus Smart,67,27.0,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.5,0.3,1.3,0.0,2014,6,BOS,Oklahoma State University,1,1,1,1,2.3846153846153846,51.87549880287311,0.8445214378518838,26.76056338028169,14.075357297531399,24.99496069340859
897,Bryce Drew,34,13.0,3.5,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100.0,0.1,0.9,0.9,1.5,0.3,0.1,0.9,1.0,1998,16,HOU,Valparaiso University,1,0,1,1,1.6666666666666665,45.52549427679501,0.7309941520467836,5.2631578947368425,18.796992481203006,23.828435266084195
898,Jelani McCoy,26,12.7,5.1,2.2,2.9,73.7,0.0,0.0,0.0,0.8,1.6,50.0,1.0,2.0,3.0,0.2,0.4,0.8,0.4,1.0,1998,33,OKC,"University of California, Los Angeles",1,1,1,0,0.5,78.41328413284133,1.2737262737262736,55.172413793103445,9.99000999000999,4.694835680751173
899,Ricky Davis,46,12.1,4.5,1.8,4.3,40.5,0.0,0.3,16.7,1.0,1.3,76.3,0.9,1.0,1.8,1.3,0.7,0.1,1.2,1.0,1998,21,NOH,University of Iowa,1,1,1,1,1.0833333333333335,49.062363715656346,0.7411067193675889,30.232558139534888,19.76284584980237,17.526120660599933
900,J.R. Henderson,30,11.0,3.2,1.2,3.2,36.5,0.1,0.2,40.0,0.8,1.5,55.6,0.7,0.9,1.6,0.7,0.3,0.1,0.6,0.0,1998,56,MEM,"University of California, Los Angeles",1,1,0,1,1.1666666666666667,45.3257790368272,0.7174887892376682,46.875,13.452914798206278,13.42925659472422
901,Corey Benjamin,31,10.3,3.8,1.4,3.8,37.6,0.1,0.5,21.4,0.9,1.3,67.5,0.5,0.8,1.3,0.3,0.3,0.3,0.7,0.0,1998,28,CHI,Oregon State University,1,1,0,1,0.4285714285714286,46.5002447381302,0.749211356466877,34.21052631578947,13.801261829652997,5.5376095985233045
902,Roshown McLeod,34,10.2,4.8,1.8,4.8,38.0,0.0,0.3,10.0,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0.0,0.7,0.0,1998,20,ATL,Duke University,1,1,0,1,0.5714285714285715,47.18836020448289,0.7905138339920948,27.083333333333336,11.528326745718049,6.137322593018796
903,Toby Bailey,27,9.2,2.9,1.3,3.2,39.5,0.0,0.2,20.0,0.3,0.5,69.2,0.9,1.1,2.0,0.5,0.3,0.1,0.4,0.0,1998,45,LAL,"University of California, Los Angeles",1,1,0,1,1.25,43.80664652567975,0.7591623036649214,15.625,10.471204188481675,11.527377521613833
904,Jordan Clarkson,59,25.0,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,0.9,2.3,3.2,3.5,0.9,0.2,1.6,0.0,2014,46,WAS,University of Missouri,1,1,1,1,2.1875,55.638675893024136,0.9233395406579764,26.732673267326735,12.414649286157667,21.234642802972846
905,Andrae Patterson,35,8.1,3.3,1.2,2.8,44.3,0.0,0.1,0.0,0.8,1.0,77.8,0.9,1.0,1.9,0.4,0.5,0.2,0.6,0.0,1998,46,MIN,Indiana University,1,1,0,1,0.6666666666666667,54.63576158940398,0.859375,35.714285714285715,15.625,9.356725146198833
906,Ruben Patterson,24,6.0,2.7,0.9,2.1,41.2,0.0,0.3,16.7,0.9,1.3,71.0,0.7,0.5,1.3,0.1,0.2,0.1,0.5,1.0,1998,31,LAL,University of Cincinnati,1,0,1,1,0.2,56.58005029337804,0.8511979823455234,61.904761904761905,15.762925598991174,3.0143180105501126
907,Nazr Mohammed,26,4.7,1.6,0.6,1.6,35.7,0.0,0.0,0.0,0.5,0.8,57.1,0.7,0.7,1.4,0.1,0.2,0.1,0.5,1.0,1998,29,UTA,University of Kentucky,1,1,1,0,0.2,45.04504504504504,0.6525285481239804,50.0,20.39151712887439,3.875968992248062
908,Keith Van Horn,62,37.5,19.7,7.2,16.9,42.6,1.1,3.6,30.8,4.2,4.9,84.6,2.3,4.3,6.6,1.7,1.0,0.4,2.6,1.0,1997,2,PHI,University of Utah,1,1,1,1,0.6538461538461539,54.78918678384693,0.9096786110084966,28.99408284023669,12.005910602142594,7.225587078950165
909,Ron Mercer,80,33.3,15.3,6.4,14.3,45.0,0.0,0.4,10.7,2.4,2.8,83.9,1.4,2.1,3.5,2.2,1.6,0.2,1.6,1.0,1997,6,BOS,University of Kentucky,1,1,1,1,1.375,51.28720836685439,0.8930656082185384,19.580419580419576,9.339248190520664,11.32269686052496
910,Brevin Knight,80,31.0,9.0,3.3,7.4,44.1,0.0,0.1,0.0,2.5,3.1,80.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,1.0,1997,16,CLE,Stanford University,1,1,1,1,3.4166666666666665,55.67928730512249,0.8061626657112145,41.891891891891895,21.497671085632387,42.11066889202722
911,Bobby Jackson,68,30.0,11.6,4.6,11.6,39.2,0.3,1.2,25.9,2.2,2.7,81.4,1.1,3.3,4.4,4.7,1.5,0.2,2.7,1.0,1997,23,OKC,University of Minnesota,1,1,1,1,1.7407407407407407,47.56437592258488,0.7489669421487604,23.27586206896552,17.43285123966942,23.17268581289289
912,Zach LaVine,77,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,0.7,0.1,2.5,0.0,2014,13,MIN,"University of California, Los Angeles",1,1,1,1,1.44,54.266064904362764,0.8203378817413904,26.13636363636363,20.305393112410655,22.51055182116617
913,Anthony Johnson,77,29.4,7.5,2.9,7.9,37.1,0.5,1.7,32.8,1.0,1.4,72.7,0.7,1.6,2.2,4.3,0.8,0.1,1.6,1.0,1997,39,SAC,College of Charleston,1,0,1,1,2.6874999999999996,45.687134502923975,0.741399762752076,17.72151898734177,15.81652827204429,29.72692706533011
914,Derek Anderson,66,27.9,11.7,3.6,8.9,40.8,0.3,1.3,20.2,4.2,4.8,87.3,0.8,2.0,2.8,3.4,1.3,0.2,1.9,1.0,1997,13,CLE,University of Kentucky,1,1,1,1,1.7894736842105263,58.75853756528726,0.9061338289962824,53.93258426966292,14.714993804213133,20.631067961165048
915,Chauncey Billups,80,27.7,11.2,3.5,9.4,37.4,1.3,4.1,32.9,2.8,3.3,85.0,0.8,1.6,2.4,3.9,1.3,0.1,2.2,1.0,1997,3,BOS,University of Colorado,1,1,1,1,1.7727272727272725,55.30317993284613,0.8581060373889059,35.1063829787234,16.85565430585351,22.85044675552951
916,Antonio Daniels,74,26.4,7.8,3.1,7.4,41.6,0.1,0.7,21.2,1.5,2.3,65.9,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.0,1997,4,MEM,Bowling Green State University,1,0,1,1,2.0454545454545454,49.32962307108525,0.7350169619298905,31.081081081081074,20.731247644176403,29.619878229389503
917,Eric Washington,66,23.3,7.7,3.0,7.5,40.4,0.7,2.1,32.1,1.0,1.3,78.3,0.7,1.2,1.9,1.2,0.8,0.4,1.1,0.0,1997,46,ORL,University of Alabama,1,1,0,1,1.0909090909090908,49.44772668892885,0.839511556912342,17.333333333333336,11.993022241604887,11.519078473722104
918,Tony Battie,65,23.2,8.4,3.6,8.1,44.6,0.0,0.2,21.4,1.1,1.6,70.2,2.1,3.3,5.4,0.9,0.8,1.1,1.5,1.0,1997,5,DEN,Texas Tech University,1,1,1,1,0.6,49.692380501656416,0.8152173913043479,19.75308641975309,14.55745341614907,7.992895204262878
919,Tim Thomas,77,23.1,11.0,4.0,8.9,44.7,0.8,2.2,36.3,2.2,3.0,74.0,1.4,2.4,3.7,1.2,0.7,0.2,1.5,1.0,1997,7,NJN,Villanova University,1,0,1,1,0.7999999999999999,57.53138075313807,0.9385665529010239,33.70786516853933,12.798634812286688,9.213051823416507
920,Danny Fortson,80,22.6,10.2,3.5,7.6,45.2,0.0,0.0,33.3,3.3,4.2,77.6,2.3,3.3,5.6,1.0,0.6,0.4,2.0,1.0,1997,10,MIL,University of Cincinnati,1,0,1,0,0.5,59.83106522759268,0.890985324947589,55.26315789473685,17.470300489168412,7.939658594680429
921,Maurice Taylor,71,21.3,11.5,4.5,9.5,47.6,0.0,0.0,0.0,2.4,3.4,70.9,1.7,2.5,4.2,0.7,0.5,0.6,1.5,1.0,1997,14,LAC,University of Michigan,1,1,1,0,0.4666666666666666,56.10850897736144,0.9202944942381561,35.78947368421053,12.003841229193341,5.257228689447991
922,Lawrence Funderburke,52,21.0,9.5,3.7,7.5,49.0,0.0,0.1,14.3,2.1,3.1,67.9,1.5,3.0,4.5,1.2,0.4,0.3,1.2,1.0,1994,51,SAC,Ohio State University,1,1,1,1,1.0,58.05426546076754,0.9439586645468998,41.333333333333336,11.92368839427663,10.551769619696637
923,Alvin Williams,54,19.8,6.0,2.3,5.2,44.3,0.2,0.5,32.1,1.2,1.7,72.2,0.4,1.1,1.5,1.9,0.7,0.1,1.1,1.0,1997,47,POR,Villanova University,1,0,1,1,1.727272727272727,53.821313240043054,0.8513053348467651,32.69230769230769,15.607264472190693,21.09353316680544
924,Rodrick Rhodes,58,18.4,5.8,1.9,5.3,36.7,0.0,0.1,25.0,1.9,3.1,61.7,0.5,0.7,1.2,1.9,1.1,0.2,1.7,0.0,1997,24,HOU,University of Southern California,1,1,0,1,1.1176470588235294,48.47876964226011,0.6934481109516978,58.490566037735846,20.325203252032523,18.3176669076886
925,Tracy McGrady,64,18.4,7.0,2.8,6.2,45.0,0.2,0.6,34.1,1.2,1.7,71.2,1.6,2.6,4.2,1.5,0.8,0.9,1.0,1.0,1997,9,TOR,0,0,0,1,1,1.5,53.2400365074536,0.8807247106190236,27.419354838709676,12.581781580271766,15.777018143570864
926,Jerald Honeycutt,38,13.9,6.4,2.4,5.8,40.7,0.8,2.0,37.7,0.9,1.5,62.1,0.7,1.7,2.4,0.9,0.5,0.2,1.3,0.0,1997,38,MIL,Tulane University,1,0,0,1,0.6923076923076923,52.20228384991844,0.8247422680412372,25.862068965517242,16.75257731958763,10.329985652797705
927,Kelvin Cato,74,13.6,3.8,1.3,3.1,42.8,0.0,0.0,0.0,1.2,1.7,68.8,1.2,2.2,3.4,0.3,0.4,1.3,0.6,1.0,1997,15,DAL,Iowa State University,1,1,1,0,0.5,54.69199769717904,0.85431654676259,54.83870967741935,13.489208633093527,6.2402496099843985
928,Adreian Payne,32,23.1,6.7,2.8,6.9,41.4,0.0,0.3,11.1,0.9,1.4,65.2,1.5,3.6,5.1,0.9,0.6,0.3,1.4,0.0,2014,15,ATL,Michigan State University,1,1,0,1,0.6428571428571429,46.476137624861266,0.7514580529385374,20.289855072463766,15.702108568864961,9.123162696401419
929,Bubba Wells,39,10.1,3.3,1.2,3.0,41.4,0.0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,0.0,1997,34,DAL,Austin Peay State University,1,0,0,1,1.125,50.89450956199877,0.7703081232492998,36.66666666666667,18.67413632119515,17.23312589755864
932,Jacque Vaughn,45,9.3,3.1,1.0,2.7,36.1,0.1,0.2,37.5,1.1,1.5,70.6,0.1,0.8,0.8,1.9,0.2,0.0,1.2,1.0,1997,27,UTA,University of Kansas,1,1,1,1,1.5833333333333333,51.15511551155115,0.6798245614035087,55.55555555555555,26.31578947368421,29.174664107485604
933,Chris Crawford,40,6.4,3.8,1.2,2.8,41.8,0.0,0.1,33.3,1.4,1.7,83.8,0.5,0.5,1.0,0.2,0.3,0.2,0.5,1.0,1997,50,ATL,Marquette University,1,0,1,1,0.4,59.86137366099559,0.9387351778656126,60.71428571428572,12.351778656126482,4.643064422518862
934,Anthony Parker,37,5.3,1.9,0.7,1.7,39.7,0.2,0.8,32.1,0.4,0.5,65.0,0.2,0.5,0.7,0.5,0.3,0.1,0.3,1.0,1997,21,NJN,Bradley University,1,0,1,1,1.6666666666666667,52.48618784530387,0.8558558558558559,29.411764705882355,13.513513513513514,18.264840182648403
935,Kerry Kittles,82,36.7,16.4,6.2,14.5,42.6,1.9,5.1,37.7,2.1,2.8,77.1,1.3,2.6,3.9,3.0,1.9,0.4,1.6,1.0,1996,8,NJN,Villanova University,1,0,1,1,1.875,54.24715533209844,0.946226632817909,19.310344827586206,9.231479344564967,14.684287812041116
936,Antoine Walker,82,36.2,17.5,7.0,16.5,42.5,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9.0,3.2,1.3,0.7,2.8,1.0,1996,6,BOS,University of Kentucky,1,1,1,1,1.142857142857143,50.02858776443683,0.8223684210526315,27.27272727272727,13.157894736842104,12.988330796549977
